sherdogId,name,beatUFCBound,lostToUFCBound,topMultiplier,lastDate,notableWins
Beslan-Ushukov-122965,Beslan Ushukov,2,1,0.35,2019-11-29,beat Ildemar Alcantara (2017-05-21); beat Askar Mozharov (2016-10-04)
Sergio-Cossio-173027,Sergio Cossio,2,2,0.35,2019-11-29,beat Mike de la Torre (2018-02-17); beat Allan Zuniga (2019-11-29)
Azamat-Murzakanov-60203,Azamat Murzakanov,2,0,0.55,2019-11-15,beat Guto Inocente (2019-11-15); beat Andre Muniz (2016-10-02)
Kelvin-Tiller-47441,Kelvin Tiller,2,3,0.68,2019-10-31,beat Jared Rosholt (2018-07-19); beat Jake Collier (2012-01-13)
Isabela-de-Padua-183333,Isabela de Padua,2,1,0.35,2019-10-26,beat Gloria de Paula (2019-03-30); beat Rayanne dos Santos (2019-10-26)
Saad-Awad-15456,Saad Awad,2,4,0.68,2019-10-26,beat Ryan Couture (2018-06-29); beat Will Brooks (2013-02-28)
Nate-Andrews-67961,Nate Andrews,2,2,0.68,2019-10-17,beat Rashid Magomedov (2019-07-25); beat Chris Padilla (2018-04-06)
Willis-Black-243987,Willis Black,2,2,0.35,2019-09-25,beat Justin Edwards (2019-07-03); beat Micheal Gillmore (2016-08-13)
Joao-Paulo-Rodrigues-de-Souza-51948,Joao Paulo Rodrigues de Souza,2,5,0.55,2019-09-14,beat Rony Jason (2009-08-13); beat Renan Barao (2005-04-14)
Nick-Browne-88841,Nick Browne,2,1,0.55,2019-09-13,beat Cameron VanCamp (2015-07-11); beat Trey Ogden (2019-09-13)
Sai-Wang-47118,Sai Wang,2,0,0.35,2019-09-07,beat Phil Baroni (2019-09-07); beat Askar Mozharov (2016-07-02)
Rasul-Shovhalov-74424,Rasul Shovhalov,2,3,0.35,2019-08-31,beat Efrain Escudero (2019-08-31); beat Tiago dos Santos e Silva (2017-08-19)
Alejandro-Solano-Rodriguez-22270,Alejandro Solano Rodriguez,2,5,0.55,2019-08-30,beat Cristiano Marcello (2010-05-28); beat Leonardo Morales (2017-12-16)
Chris-Cisneros-872,Chris Cisneros,2,6,0.68,2019-08-03,beat Maki Pitolo (2013-08-24); beat Jonny Parsons (2019-08-03)
Mario-Israel-39660,Mario Israel,2,2,0.55,2019-07-26,beat Roman Salazar (2019-07-26); beat Reginaldo Vieira (2013-08-24)
Ed-Ruth-197807,Ed Ruth,2,0,0.68,2019-07-12,beat Chris Dempsey (2017-11-03); beat Kiichi Kunimoto (2019-07-12)
Denis-Silva-131209,Denis Silva,2,2,0.55,2019-06-28,beat Geraldo de Freitas (2015-10-24); beat Elves Brener (2019-03-22)
Lee-Chadwick-18608,Lee Chadwick,2,1,0.68,2019-05-04,beat Cathal Pendred (2010-12-04); beat James Mulheron (2019-05-04)
Pavel-Gordeev-143019,Pavel Gordeev,2,0,0.55,2019-05-04,beat Mickael Lebout (2018-05-24); beat Shane Campbell (2019-05-04)
Kyle-Reyes-45110,Kyle Reyes,2,4,0.35,2019-04-19,beat Walel Watson (2019-04-19); beat Kamuela Kirk (2015-02-21)
Vartan-Asatryan-86307,Vartan Asatryan,2,2,0.35,2019-04-06,beat Zhalgas Zhumagulov (2015-01-24); beat Zhalgas Zhumagulov (2017-05-19)
Borys-Mankowski-35714,Borys Mankowski,2,3,0.55,2019-03-23,beat John Maguire (2016-12-03); beat David Zawada (2014-12-06)
Anatoly-Tokov-56029,Anatoly Tokov,2,1,0.68,2019-03-22,beat Gerald Harris (2019-03-22); beat Albert Duraev (2014-03-14)
John-Teixeira-44311,John Teixeira,2,0,0.68,2019-03-22,beat Justin Lawrence (2016-12-03); beat Kevin Croom (2019-03-22)
Mikhail-Malyutin-14798,Mikhail Malyutin,2,0,0.55,2019-03-16,beat Rob Emerson (2019-03-16); beat Yui Chul Nam (2008-11-21)
Soren-Bak-87144,Soren Bak,2,0,0.35,2019-03-09,beat Morgan Charriere (2019-03-09); beat Paddy Pimblett (2018-09-01)
Brad-Wheeler-45018,Brad Wheeler,2,1,0.35,2019-03-02,beat John Maguire (2019-03-02); beat Ian Entwistle (2011-07-09)
Ryan-Pokryfky-102529,Ryan Pokryfky,2,3,0.68,2019-02-16,beat Allen Crowder (2015-09-02); beat Josh Parisian (2015-06-20)
Daniel-Madrid-14953,Daniel Madrid,2,2,0.55,2019-02-01,beat Seth Baczynski (2019-02-01); beat Tom Gallicchio (2011-10-14)
Michael-McDonald-99997,Michael McDonald,2,0,0.35,2019-01-19,beat Jesse Butler (2019-01-19); beat Jose Johnson (2016-10-08)
Jae-Hoon-Moon-49627,Jae Hoon Moon,2,2,0.68,2018-12-31,beat Anthony Birchak (2017-12-29); beat Kai Asakura (2017-06-10)
Emmanuel-Verdier-227435,Emmanuel Verdier,2,0,0.35,2018-12-15,beat Daniel Jolly (2018-12-15); beat Sasha Palatnikov (2017-04-07)
Pat-Sabatini-60415,Pat Sabatini,2,1,0.55,2018-12-14,beat Tony Gravely (2015-10-31); beat Da'Mon Blackshear (2018-12-14)
Sthefanie-Jessika-Oliveira-275699,Sthefanie Jessika Oliveira,2,0,0.35,2018-12-14,beat Iasmin Lucindo (2017-12-16); beat Iasmin Lucindo (2018-12-14)
Abel-Cullum-19891,Abel Cullum,2,4,0.55,2018-11-30,beat Ulysses Gomez (2014-09-12); beat Carl Deaton (2014-10-10)
Moise-Rimbon-2249,Moise Rimbon,2,6,0.55,2018-11-18,beat Anthony Perosh (2008-02-15); beat Bruno Silva (2016-12-10)
Kleber-Silva-33225,Kleber Silva,2,2,0.68,2018-11-10,beat Henrique da Silva (2018-11-10); beat Philipe Lins (2016-12-10)
Keith-Bell-80284,Keith Bell,2,3,0.68,2018-11-02,beat Azunna Anyanwu (2013-04-06); beat Parker Porter (2018-11-02)
George-Garcia-150001,George Garcia,2,0,0.35,2018-10-20,beat Willie Gates (2018-10-20); beat Chris Beal (2018-04-21)
Bozigit-Ataev-2263,Bozigit Ataev,2,2,0.68,2018-10-13,beat Aaron Brink (2001-08-11); beat Sean O'Connell (2018-08-30)
Yoshitomo-Watanabe-19226,Yoshitomo Watanabe,2,1,0.55,2018-10-08,beat Jutaro Nakao (2018-10-08); beat Dong Hyun Ma (2010-08-27)
Caio-Alencar-86518,Caio Alencar,2,2,0.68,2018-10-05,beat Mike Kyle (2018-08-30); beat Jared Rosholt (2016-12-31)
Rubenilton-Pereira-98491,Rubenilton Pereira,2,2,0.55,2018-09-28,beat Michel Pereira (2013-03-30); beat Michel Pereira (2013-04-06)
Rolando-Velasco-18581,Rolando Velasco,2,3,0.55,2018-09-28,beat Jared Papazian (2015-05-07); beat Darren Uyenoyama (2007-10-06)
Andres-Quintana-76492,Andres Quintana,2,0,0.35,2018-09-28,beat Yaotzin Meza (2012-04-14); beat Erick Gonzalez (2018-09-28)
Brian-Heden-14293,Brian Heden,2,5,0.55,2018-09-21,beat Travis Wiuff (2016-04-21); beat Sean McCorkle (2012-03-31)
Sean-Brady-126971,Sean Brady,2,0,0.55,2018-09-14,beat Colton Smith (2018-03-17); beat Gilbert Urbina (2018-09-14)
Ciro-Rodrigues-47048,Ciro Rodrigues,2,1,0.55,2018-09-08,beat Edilberto de Oliveira (2016-05-06); beat David Michaud (2017-08-18)
Marif-Piraev-90735,Marif Piraev,2,1,0.35,2018-08-29,beat Naoyuki Kotani (2017-12-17); beat Jim Alers (2018-08-29)
Eduardo-Dantas-21767,Eduardo Dantas,2,2,0.68,2018-07-13,beat Zach Makovsky (2012-04-13); beat Wilson Reis (2011-09-24)
Alexei-Kudin-8065,Alexei Kudin,2,3,0.35,2018-06-30,beat Travis Fulton (2014-11-22); beat Cody East (2018-06-30)
Terry-Brazier-130539,Terry Brazier,2,0,0.35,2018-06-28,beat Niklas Stolze (2016-12-16); beat Rhys McKee (2018-06-28)
Andrew-van-Zyl-35884,Andrew van Zyl,2,4,0.35,2018-06-23,beat Ruan Potts (2013-03-01); beat Jared Vanderaa (2017-12-16)
Luke-Ord-55680,Luke Ord,2,0,0.35,2018-06-09,beat Jordan Vucenic (2018-04-07); beat Harry Hardwick (2018-06-09)
Elnur-Agaev-79472,Elnur Agaev,2,1,0.35,2018-05-26,beat Zhang Lipeng (2018-05-26); beat Song Kenan (2016-11-19)
Jeremy-Spoon-38985,Jeremy Spoon,2,1,0.55,2018-05-25,beat Ramiro Hernandez (2011-06-11); beat Jerrod Sanders (2011-03-19)
Pawel-Kielek-135323,Pawel Kielek,2,0,0.55,2018-05-11,beat Mehdi Baghdad (2018-05-11); beat Guram Kutateladze (2015-03-06)
Kurt-Kinser-39325,Kurt Kinser,2,1,0.55,2018-05-04,beat Shamar Bailey (2010-09-10); beat Fernando Padilla (2018-05-04)
DJ-Fuentes-34594,D.J. Fuentes,2,4,0.35,2018-04-20,beat Erik Perez (2010-05-28); beat Ray Rodriguez (2015-01-17)
Dominic-Mazzotta-95933,Dominic Mazzotta,2,1,0.68,2018-04-13,beat Josh Sampo (2018-04-13); beat Jordan Espinosa (2013-12-07)
Dzhokhar-Duraev-211235,Dzhokhar Duraev,2,0,0.35,2018-04-08,beat Jorge de Oliveira (2018-04-08); beat Nursulton Ruziboev (2017-08-26)
Haotian-Wu-26384,Haotian Wu,2,3,0.35,2018-03-24,beat Fares Ziam (2016-12-15); beat Dan Hooker (2012-03-30)
Joao-Luiz-Nogueira-38148,Joao Luiz Nogueira,2,3,0.55,2018-03-16,beat Willamy Freire (2006-04-06); beat Willamy Freire (2013-08-08)
Adam-Antolin-28758,Adam Antolin,2,1,0.78,2018-03-15,beat Casey Kenney (2017-08-29); beat Alex Perez (2015-11-19)
Gert-Kocani-41071,Gert Kocani,2,2,0.35,2018-03-10,beat Diego Brandao (2010-01-30); beat Manolo Zecchini (2018-03-10)
Maycon-Silvan-104951,Maycon Silvan,2,1,0.35,2018-03-09,beat Jose Maria (2018-03-09); beat Felipe Bunes (2013-08-24)
Justin-Baesman-31286,Justin Baesman,2,2,0.68,2018-02-17,beat Scott Smith (2016-01-23); beat Daniel Roberts (2013-06-22)
Andrew-Natividad-82464,Andrew Natividad,2,3,0.68,2018-01-26,beat Kai Kamaka (2015-06-14); beat Kai Kamaka III (2015-06-14)
Daniel-Vizcaya-67208,Daniel Vizcaya,2,0,0.35,2017-12-29,beat Joe Vedepo (2017-12-29); beat Jack Hermansson (2012-12-14)
Jeff-Mesa-171887,Jeff Mesa,2,1,0.35,2017-11-18,beat Kai Kamaka (2017-03-25); beat Kai Kamaka III (2017-03-25)
Richard-LeRoy-150009,Richard LeRoy,2,0,0.35,2017-11-04,beat Christian Aguilera (2017-11-04); beat Jalin Turner (2017-06-17)
Rodrigo-Caporal-22923,Rodrigo Caporal,2,2,0.35,2017-10-03,beat Zhang Lipeng (2012-03-24); beat Zhang Lipeng (2017-10-03)
Dukvaha-Astamirov-168199,Dukvaha Astamirov,2,0,0.35,2017-09-30,beat Dileno Lopes (2017-09-30); beat Jakub Wiklacz (2017-02-18)
Cody-Stevens-18341,Cody Stevens,2,4,0.55,2017-09-30,beat Donny Walker (2008-08-23); beat Dustin Neace (2013-08-31)
Charles-Andrade-9333,Charles Andrade,2,5,0.35,2017-09-10,beat Assuerio Silva (1997-07-07); beat Abdul-Kerim Edilov (2013-04-20)
Hyun-Man-Myung-153099,Hyun Man Myung,2,1,0.68,2017-08-12,beat Chris Barnett (2017-04-15); beat Chris Barnett (2017-08-12)
Bendy-Casimir-3974,Bendy Casimir,2,6,0.68,2017-08-12,beat Andre Winner (2008-04-19); beat Anton Kuivanen (2008-10-19)
Agustin-Delarmino-72259,Agustin Delarmino,2,0,0.35,2017-08-10,beat Yao Zhikui (2017-08-10); beat Kai Kara-France (2012-03-30)
Nick-Rossborough-14808,Nick Rossborough,2,4,0.68,2017-07-29,beat Jorge Lopez (2007-08-10); beat Chris Camozzi (2008-06-21)
Vladimir-Mineev-171893,Vladimir Mineev,2,0,0.35,2017-07-29,beat Xavier Foupa-Pokam (2015-06-11); beat Andreas Michailidis (2017-07-29)
Dmitry-Samoilov-17048,Dmitry Samoilov,2,2,0.55,2017-07-22,beat Joe Vedepo (2011-08-05); beat Hyun Gyu Lim (2009-02-21)
Hoon-Kim-36879,Hoon Kim,2,4,0.55,2017-07-15,beat Riki Fukuda (2017-07-15); beat Robert Whittaker (2011-10-30)
Lukasz-Jurkowski-14131,Lukasz Jurkowski,2,2,0.55,2017-05-27,beat Rameau Thierry Sokoudjou (2017-05-27); beat Igor Pokrajac (2005-09-10)
Sarah-DAlelio-52183,Sarah D'Alelio,2,7,0.68,2017-05-20,beat Amanda Nunes (2013-01-05); beat Andrea Lee (2016-03-11)
Farkhad-Sharipov-26618,Farkhad Sharipov,2,3,0.55,2017-05-19,beat Stephen Bass (2013-09-06); beat Alex Caceres (2009-06-12)
Tracy-Willis-29118,Tracy Willis,2,3,0.35,2017-04-22,beat Mark Kerr (2008-06-07); beat Fabiano Scherner (2008-10-04)
Robbie-Peralta-21339,Robbie Peralta,2,2,0.68,2017-03-31,beat Darrell Montague (2009-02-04); beat Willie Gates (2008-10-25)
Vadim-Buseev-177619,Vadim Buseev,2,1,0.35,2017-03-24,beat Xiao Long (2016-12-02); beat Xiao Long (2017-03-24)
Alonso-Santos-Verona-Ganoza-93851,Alonso Santos Verona Ganoza,2,3,0.35,2017-03-22,beat Jesus Pinedo (2015-12-16); beat Humberto Bandenay (2015-09-30)
Fabricio-Silva-77095,Fabricio Silva,2,2,0.68,2017-03-18,beat Tiago dos Santos e Silva (2010-12-11); beat Desmond Green (2013-09-13)
Ran-Weathers-14306,Ran Weathers,2,6,0.35,2017-03-18,beat Diego Brandao (2009-06-20); beat Marco Polo Reyes (2013-06-08)
Missael-Silva-de-Souza-2519,Missael Silva de Souza,2,1,0.35,2017-02-18,beat Shayilan Nuerdanbieke (2017-02-18); beat Pedro Falcao (2015-07-04)
Danny-Navarro-26922,Danny Navarro,2,2,0.35,2017-02-02,beat Brian Cobb (2016-08-04); beat Cain Carrizosa (2015-11-19)
Dan-Charles-80850,Dan Charles,2,1,0.68,2017-01-13,beat Chase Gormley (2015-09-25); beat Maurice Greene (2013-05-18)
Renat-Ondar-221837,Renat Ondar,2,0,0.35,2017-01-07,beat Song Yadong (2016-10-24); beat Song Yadong (2017-01-07)
Ralph-Acosta-26876,Ralph Acosta,2,1,0.55,2016-12-18,beat Patrick Williams (2011-11-10); beat Marlon Moraes (2011-04-22)
Mattia-Schiavolin-113885,Mattia Schiavolin,2,2,0.35,2016-10-29,beat Goran Reljic (2016-10-29); beat Jason Miller (2016-05-21)
Gilbert-Smith-65128,Gilbert Smith,2,3,0.68,2016-10-21,beat Bristol Marunde (2015-10-09); beat Bojan Velickovic (2014-11-07)
Jake-Bostwick-16402,Jake Bostwick,2,3,0.35,2016-10-01,beat Simeon Thoresen (2014-06-07); beat Danny Mitchell (2016-10-01)
Kenya-Miranda-da-Silva-147241,Kenya Miranda da Silva,2,1,0.68,2016-09-16,beat Natalia Silva (2015-04-25); beat Natalia Silva (2015-09-19)
Lewis-Gonzalez-84278,Lewis Gonzalez,2,1,0.68,2016-08-27,beat Justin Buchholz (2014-12-13); beat Antonio McKee (2013-08-10)
Chris-Lozano-39539,Chris Lozano,2,2,0.55,2016-08-06,beat Jason Dent (2010-06-05); beat Yoshiyuki Yoshida (2010-09-30)
Adam-Townsend-110341,Adam Townsend,2,2,0.35,2016-07-30,beat Junior Assuncao (2016-07-30); beat Yuri Villefort (2015-05-08)
Sean-Loeffler-16004,Sean Loeffler,2,1,0.35,2016-07-23,beat Patrick Smith (2016-07-23); beat Aaron Brink (2016-04-02)
Ed-Arthur-78413,Ed Arthur,2,1,0.35,2016-07-15,beat Cameron Else (2016-05-14); beat Nathaniel Wood (2014-04-05)
Han-Seul-Kim-111321,Han Seul Kim,2,0,0.35,2016-07-08,beat Takenori Sato (2016-03-19); beat Frank Camacho (2016-07-08)
Dave-Burrow-101773,Dave Burrow,2,3,0.55,2016-07-01,beat Anthony Njokuani (2015-02-13); beat Thomas Gifford (2013-02-16)
Marcelo-Brito-12527,Marcelo Brito,2,4,0.68,2016-06-04,beat Mark Scanlon (2013-06-29); beat Gleison Tibau (2005-06-11)
Dave-Jansen-25414,Dave Jansen,2,4,0.68,2016-05-20,beat Yui Chul Nam (2009-04-29); beat Marcin Held (2013-03-21)
Rijirigala-Amu-26465,Rijirigala Amu,2,2,0.55,2016-04-30,beat Shunichi Shimizu (2016-04-30); beat Pingyuan Liu (2011-12-17)
Andrew-McInnes-82665,Andrew McInnes,2,1,0.68,2016-04-22,beat Cody McKenzie (2015-02-12); beat Tom Gallicchio (2016-04-22)
James-Jones-14353,James Jones,2,5,0.35,2016-04-16,beat Ian Loveland (2007-04-27); beat Calvin Kattar (2008-05-31)
Matt-MacGrath-20363,Matt MacGrath,2,7,0.35,2016-04-15,beat Mark Holst (2013-01-19); beat Jesse Ronson (2016-04-15)
Ryan-Machan-15299,Ryan Machan,2,2,0.35,2016-04-09,beat Cody McKenzie (2016-04-09); beat Kajan Johnson (2009-12-04)
Frank-Carrillo-52656,Frank Carrillo,2,4,0.35,2016-03-11,beat Mike Rio (2014-08-29); beat Sabah Homasi (2010-06-10)
Kevin-Nowaczyk-25875,Kevin Nowaczyk,2,3,0.35,2016-02-06,beat Shamar Bailey (2014-02-08); beat Dequan Townsend (2016-02-06)
Teddy-Holder-93385,Teddy Holder,2,2,0.68,2016-01-23,beat Sean Salmon (2012-11-17); beat Thiago Silva (2015-03-28)
Zhifa-Shang-103809,Zhifa Shang,2,1,0.35,2016-01-13,beat Zhalgas Zhumagulov (2015-06-06); beat Denys Bondar (2016-01-13)
Xian-Ji-50401,Xian Ji,2,0,0.68,2016-01-01,beat Shunichi Shimizu (2016-01-01); beat Song Yadong (2014-12-19)
Hiroki-Nagaoka-1826,Hiroki Nagaoka,2,2,0.55,2015-12-13,beat Yuki Kondo (2011-02-06); beat Gabriel Miranda (2015-12-13)
Maciej-Rozanski-42574,Maciej Rozanski,2,1,0.35,2015-12-12,beat Makhmud Muradov (2013-05-11); beat Makhmud Muradov (2014-12-10)
Taichi-Nakajima-84217,Taichi Nakajima,2,2,0.55,2015-11-28,beat Sirwan Kakai (2013-09-29); beat Dan Ige (2015-11-28)
Marcus-Sursa-12999,Marcus Sursa,2,7,0.35,2015-11-21,beat Thiago Silva (2015-11-21); beat Ike Villanueva (2009-09-12)
Andy-Main-45236,Andy Main,2,0,0.55,2015-10-04,beat Nam Phan (2015-10-04); beat Brian Kelleher (2014-04-19)
Joaquim-Ferreira-21189,Joaquim Ferreira,2,7,0.55,2015-10-04,beat Junior Dos Santos (2007-11-10); beat Maxim Grishin (2009-05-09)
Rocky-Johnson-8589,Rocky Johnson,2,5,0.55,2015-10-03,beat Benson Henderson (2007-03-31); beat Dequan Townsend (2013-09-27)
Koji-Ando-34270,Koji Ando,2,0,0.68,2015-09-27,beat Roger Huerta (2015-09-27); beat Damien Brown (2012-02-11)
Akop-Stepanyan-45416,Akop Stepanyan,2,0,0.35,2015-08-29,beat Andre Winner (2015-08-29); beat Eddie Yagin (2014-12-20)
Shigeki-Osawa-44501,Shigeki Osawa,2,0,0.55,2015-07-26,beat Caol Uno (2015-07-26); beat Kyung Ho Kang (2010-03-07)
Tim-Elliott-49213,Tim Elliott,2,1,0.55,2015-07-18,beat Jens Pulver (2011-12-16); beat Iliarde Santos (2015-07-18)
Rudy-Bears-23364,Rudy Bears,2,8,0.68,2015-07-17,beat Chad Reiner (2010-10-14); beat Isaac Vallie-Flagg (2007-07-28)
Alexander-Volkov-40951,Alexander Volkov,2,2,0.68,2015-06-26,beat Ricco Rodriguez (2012-02-23); beat Blagoy Ivanov (2014-05-17)
Sean-Huffman-10983,Sean Huffman,2,11,0.55,2015-06-19,beat Laverne Clark (2011-02-04); beat John Halverson (2005-10-15)
Chuck-ONeil-15855,Chuck O'Neil,2,1,0.35,2015-06-12,beat Marcus Davis (2011-10-15); beat Ricardo Funch (2014-10-10)
Ben-Reiter-83786,Ben Reiter,2,0,0.68,2015-05-15,beat Benji Radach (2015-05-15); beat Amilcar Alves (2013-11-30)
Katja-Kankaanpaa-62531,Katja Kankaanpaa,2,2,0.68,2015-04-24,beat Aisling Daly (2012-12-31); beat Juliana Lima (2013-04-05)
Mateusz-Teodorczuk-55558,Mateusz Teodorczuk,2,1,0.35,2015-03-26,beat Ross Pointon (2013-02-09); beat Paul Redmond (2013-12-31)
Brian-Davidson-32079,Brian Davidson,2,3,0.55,2015-03-20,beat Jens Pulver (2011-05-27); beat Estevan Payan (2015-03-20)
Ruslan-Khaskhanov-45418,Ruslan Khaskhanov,2,3,0.55,2014-12-17,beat Tulio Palhares (2013-04-27); beat Rustam Khabilov (2011-02-12)
Alexandre-Bezerra-37276,Alexandre Bezerra,2,2,0.55,2014-12-13,beat Doug Evans (2011-11-12); beat Levan Makashvili (2014-08-09)
Lanny-Dardar-47870,Lanny Dardar,2,0,0.35,2014-11-22,beat Kyle Bradley (2012-01-21); beat Kyle Bradley (2014-11-22)
Juha-Saarinen-18322,Juha Saarinen,2,1,0.35,2014-11-08,beat Magnus Cedenblad (2007-09-01); beat Joachim Christensen (2010-02-13)
Alex-Enlund-42666,Alex Enlund,2,0,0.35,2014-11-01,beat Artem Lobov (2014-03-01); beat Nad Narimani (2014-11-01)
Joe-Ray-59141,Joe Ray,2,3,0.68,2014-10-03,beat Chad Reiner (2010-08-18); beat Luigi Fioravanti (2014-10-03)
Cedric-Marks-1918,Cedric Marks,2,13,0.35,2014-09-27,beat Josh Haynes (2007-11-10); beat Thomas Gifford (2012-04-21)
Jaime-Jara-5337,Jaime Jara,2,6,0.55,2014-09-26,beat Falaniko Vitale (2014-09-26); beat Tim Means (2010-03-26)
Nobutatsu-Suzuki-15160,Nobutatsu Suzuki,2,2,0.68,2014-08-29,beat Brock Larson (2014-03-14); beat Phil Baroni (2013-05-31)
Lucas-Lopes-2735,Lucas Lopes,2,4,0.55,2014-08-22,beat Antonio Mendes (2003-03-20); beat Thiago Alves (2001-09-28)
Eiji-Ishikawa-1727,Eiji Ishikawa,2,5,0.55,2014-08-10,beat Ryo Chonan (2002-06-09); beat Simeon Thoresen (2008-10-23)
Antonio-Banuelos-2580,Antonio Banuelos,2,6,0.68,2014-08-07,beat Cole Escovedo (2006-08-17); beat Scott Jorgensen (2009-06-07)
Jose-Figueroa-17309,Jose Figueroa,2,2,0.35,2014-07-19,beat Nissen Osterneck (2014-02-07); beat Dominique Steele (2014-07-19)
Joshua-Williams-31611,Joshua Williams,2,1,0.35,2014-06-20,beat Shamar Bailey (2012-08-24); beat Jamie Pickett (2013-06-21)
Frank-Caraballo-36530,Frank Caraballo,2,2,0.35,2014-06-07,beat Donny Walker (2012-04-20); beat Tommy Hayden (2014-06-07)
Yuri-Ivlev-8774,Yuri Ivlev,2,2,0.55,2014-06-07,beat Per Eklund (2006-04-08); beat Ivan Jorge (2009-12-03)
Kenny-Garner-40802,Kenny Garner,2,3,0.55,2014-06-07,beat Shawn Jordan (2009-09-06); beat Maxim Grishin (2011-10-14)
Michael-Doyle-33139,Michael Doyle,2,0,0.35,2014-06-07,beat Artem Lobov (2014-06-07); beat Danny Henry (2012-10-06)
Gerald-Meerschaert-21501,Gerald Meerschaert,2,3,0.35,2014-05-31,beat Ron Faircloth (2010-07-10); beat Sam Alvey (2010-09-11)
Igor-Egorov-101177,Igor Egorov,2,1,0.35,2014-05-25,beat Zabit Magomedsharipov (2013-04-14); beat Gaetano Pirrello (2012-12-02)
Corey-Nelson-56759,Corey Nelson,2,3,0.35,2014-05-17,beat Callan Potter (2014-05-17); beat Alexander Volkanovski (2013-05-10)
Gustavo-Falciroli-23776,Gustavo Falciroli,2,1,0.35,2014-05-17,beat Richie Vaculik (2010-03-12); beat Kai Kara-France (2014-05-17)
Jesse-Brock-17520,Jesse Brock,2,5,0.35,2014-05-09,beat Kevin Croom (2014-05-09); beat Tyson Nam (2011-01-28)
Tyler-Stinson-17728,Tyler Stinson,2,4,0.68,2014-03-29,beat Drew Fickett (2009-02-28); beat Rob Kimmons (2013-06-29)
Robbie-Olivier-3571,Robbie Olivier,2,2,0.35,2014-03-22,beat Samy Schiavo (2004-07-10); beat Brad Pickett (2006-09-30)
Harris-Sarmiento-4584,Harris Sarmiento,2,11,0.68,2014-03-14,beat Shane Nelson (2005-07-09); beat Jonathan Brookins (2007-05-19)
Luis-Felix-30438,Luis Felix,2,1,0.35,2014-03-14,beat Drew Fickett (2014-03-14); beat Joe Proctor (2010-11-24)
Rich-Hale-20376,Rich Hale,2,2,0.68,2014-03-07,beat Mike Wessel (2012-10-05); beat Matt Lucas (2009-02-06)
Spencer-Hewitt-66357,Spencer Hewitt,2,0,0.35,2014-02-15,beat Cameron Else (2012-10-06); beat Cameron Else (2014-02-15)
Jason-McLean-40953,Jason McLean,2,2,0.35,2014-01-24,beat Ken Stone (2009-06-05); beat Jimmie Rivera (2008-11-21)
Keisuke-Fujiwara-22680,Keisuke Fujiwara,2,2,0.55,2014-01-13,beat Shunichi Shimizu (2008-11-23); beat Shunichi Shimizu (2010-02-20)
Mansour-Barnaoui-76799,Mansour Barnaoui,2,2,0.55,2013-12-14,beat Curt Warburton (2013-09-14); beat Colin Fletcher (2013-12-14)
Vladimir-Mishchenko-132095,Vladimir Mishchenko,2,1,0.35,2013-12-04,beat Nikita Krylov (2012-12-29); beat Nikita Krylov (2013-03-08)
Martin-Thompson-15750,Martin Thompson,2,5,0.35,2013-11-23,beat Colin Robinson (2008-10-26); beat Tom Blackledge (2008-03-02)
Paulo-Dantas-2722,Paulo Dantas,2,6,0.55,2013-11-07,beat Diego Saraiva (2001-10-08); beat Jason Dent (2005-02-25)
Pablo-Alfonso-19191,Pablo Alfonso,2,1,0.68,2013-10-26,beat Miguel Torres (2013-10-26); beat Patrick Williams (2012-10-06)
Kyle-Baker-22545,Kyle Baker,2,3,0.55,2013-10-26,beat Drew Fickett (2009-04-25); beat Chad Reiner (2008-11-15)
Zelg-Galesic-11217,Zelg Galesic,2,3,0.35,2013-10-25,beat Mark Weir (2006-12-09); beat Curtis Stout (2006-07-01)
Julio-Cesar-dos-Santos-47080,Julio Cesar dos Santos,2,1,0.35,2013-10-18,beat Andre Muniz (2011-06-18); beat Andre Muniz (2013-10-18)
Jae-Suk-Lim-8538,Jae Suk Lim,2,2,0.68,2013-09-29,beat Hayato Sakurai (2013-09-29); beat Daniel Pineda (2007-11-10)
Brandon-Melendez-10515,Brandon Melendez,2,7,0.35,2013-09-28,beat Gideon Ray (2008-07-19); beat Brad Blackburn (2005-01-08)
Denniston-Sutherland-23577,Denniston Sutherland,2,6,0.35,2013-09-14,beat Mark Weir (2011-06-25); beat John Phillips (2009-06-27)
Jang-Yong-Kim-20988,Jang Yong Kim,2,1,0.55,2013-09-14,beat Keita Nakamura (2008-11-08); beat Mark Striegl (2013-09-14)
Jason-Meaders-74,Jason Meaders,2,3,0.35,2013-09-07,beat Roman Mitichyan (2009-01-29); beat Justin Buchholz (2011-02-25)
Richard-Villa-11588,Richard Villa,2,3,0.35,2013-08-10,beat Drew Fickett (2008-08-02); beat Gabriel Benitez (2013-08-10)
Guilherme-Vasconcelos-108499,Guilherme Vasconcelos,2,0,0.55,2013-06-29,beat Wendell Oliveira Marques (2012-07-27); beat Elizeu Zaleski dos Santos (2013-06-29)
Bae-Yong-Kwon-46855,Bae Yong Kwon,2,1,0.35,2013-06-22,beat Michihiro Omigawa (2013-06-22); beat Kyung Ho Kang (2011-04-16)
Jacob-Noe-5881,Jacob Noe,2,0,0.68,2013-06-19,beat Renato Sobral (2013-06-19); beat Seth Petruzelli (2013-01-17)
Isidro-Gonzalez-8333,Isidro Gonzalez,2,10,0.68,2013-06-08,beat Rory Singer (2008-03-07); beat Rich Attonito (2009-01-30)
