Fighter_Id,Full Name,Nickname,Ht.,Wt.,Stance,W,L,D,Belt,Weight_Class,Gender,KD,Sig. Str. %,TD,Sub. Att,Ctrl,Head_%,Body_%,Leg_%,Distance_%,Clinch_%,Ground_%,KO Rate,SUB Rate,DEC Rate,Fighting Style,Striker_Membership,Wrestler_Membership,Hybrid_Membership
eff3824cc383d8db,Joshua Van,,"5' 5""",125,Orthodox,10,1,0,False,Flyweight,Male,0.64,0.57,0.73,2,640,0.51,0.82,0.91,0.55,0.81,0.67,0.4,0,0.6,,0,0,0
8b558a8b79942698,Tatsuro Taira,,"5' 7""",125,Orthodox,8,2,0,False,Flyweight,Male,0.3,0.54,2.8,10,3801,0.5,0.68,0.89,0.45,0.54,0.76,0.38,0.38,0.25,,0,0,0
65960493f529fc58,Alexander Volkov,,"6' 7""",250,Orthodox,14,5,0,False,Heavyweight,Male,0.21,0.58,0.53,2,1373,0.48,0.79,0.85,0.55,0.7,0.81,0.43,0.07,0.5,,0,0,0
34808451782bc5ee,Waldo Cortes Acosta,,,,,10,3,0,False,Heavyweight,Male,0.46,0.49,0.31,1,831,0.43,0.69,0.8,0.47,0.59,0.6,0.5,0,0.5,,0,0,0
25398aa8ac7d221b,Sean Brady,,"5' 10""",170,Orthodox,9,2,0,False,Welterweight,Male,0.09,0.53,3.18,8,4179,0.47,0.74,0.88,0.51,0.83,0.58,0,0.44,0.56,,0,0,0
9af1cc34b9b919f0,Joaquin Buckley,,"5' 10""",170,Southpaw,11,6,0,False,Welterweight,Male,0.53,0.36,1.12,1,1313,0.28,0.63,0.82,0.32,0.61,0.63,0.55,0,0.27,,0,0,0
70838bdc207b5308,King Green,,"5' 10""",155,Orthodox,16,12,1,False,Lightweight,Male,0.21,0.54,0.93,6,2768,0.44,0.72,0.8,0.5,0.86,0.76,0.25,0.19,0.56,,0,0,0
3c95a9ebd88e0a60,Jeremy Stephens,,"5' 9""",155,Orthodox,15,20,0,False,Lightweight,Male,0.51,0.41,0.86,11,4291,0.31,0.72,0.75,0.36,0.72,0.65,0.47,0,0.47,,0,0,0
ea2b6837d31cc55d,Ateba Gautier,,"6' 4""",185,Switch,5,0,0,False,Middleweight,Male,1.2,0.38,0.2,0,5,0.33,0.66,1,0.35,0.71,0.63,0.8,0,0.2,,0,0,0
fafa67326d7c9922,Ozzy Diaz,,"6' 4""",185,Orthodox,1,2,0,False,Middleweight,Male,0,0.51,0,0,63,0.48,0.75,0.88,0.51,0.83,0,0,0,1,,0,0,0
6633d8ac3511d67f,Joel Alvarez,,"6' 3""",155,Orthodox,8,3,0,False,Welterweight,Male,0.09,0.55,0.09,6,550,0.48,0.78,0.88,0.5,0.81,0.74,0.5,0.38,0.13,,0,0,0
8ab1b5cdf84d546b,Yaroslav Amosov,,--,185,,2,0,0,False,Welterweight,Male,0,0.53,3.5,2,348,0.44,0.5,0.77,0.46,0.83,0.75,0,1,0,,0,0,0
4baf4a920856545f,Grant Dawson,,"5' 10""",155,Switch,12,2,1,False,Lightweight,Male,0.07,0.51,2.73,14,6626,0.45,0.64,0.85,0.4,0.8,0.69,0.17,0.42,0.42,,0,0,0
8d7218ec34c995e4,Mateusz Rebecki,,"5' 7""",155,Southpaw,4,4,0,False,Lightweight,Male,0.63,0.47,2.38,2,1576,0.4,0.68,0.92,0.42,0.77,0.83,0.25,0.25,0.5,,0,0,0
797fa5336cd3ef3f,Jim Miller,,"5' 8""",155,Southpaw,28,18,0,False,Lightweight,Male,0.13,0.42,0.98,52,5652,0.32,0.72,0.84,0.37,0.64,0.64,0.21,0.5,0.29,,0,0,0
b965911ecbb7ea65,Jared Gordon,,"5' 9""",155,Orthodox,9,8,0,False,Lightweight,Male,0.12,0.54,1.41,0,3822,0.49,0.71,0.86,0.48,0.76,0.75,0.33,0,0.67,,0,0,0
87802dddb1e85813,Roman Kopylov,,"6' 0""",185,Southpaw,7,5,0,False,Middleweight,Male,0.75,0.5,0.92,0,801,0.42,0.79,0.92,0.49,0.74,0.72,0.71,0,0.29,,0,0,0
430417004f18f7de,Marco Tulio,,"6' 0""",185,Orthodox,2,2,0,False,Middleweight,Male,0.75,0.55,0.5,0,222,0.45,0.73,0.81,0.54,0.71,0.62,1,0,0,,0,0,0
40b55b6c6b38eb80,Pat Sabatini,,"5' 8""",145,Orthodox,9,2,0,False,Featherweight,Male,0.09,0.55,2.73,9,4491,0.49,0.74,0.8,0.39,0.7,0.75,0,0.33,0.67,,0,0,0
645d371635f46171,William Gomis,,"6' 0""",145,Southpaw,5,2,0,False,Featherweight,Male,0,0.49,0.71,2,927,0.34,0.61,0.87,0.45,0.77,0.6,0.2,0,0.8,,0,0,0
b6000d01b31a6fe6,Baisangur Susurkaev,,"6' 2""",185,Orthodox,3,0,0,False,Middleweight,Male,0.33,0.54,1.67,2,528,0.41,0.73,0.94,0.51,0.88,0.73,0.33,0.67,0,,0,0,0
b78c2c0cb4980e9d,Djorden Santos,,"6' 0""",185,Orthodox,1,2,0,False,Middleweight,Male,0,0.4,0.33,0,162,0.37,0.6,0.9,0.39,0.75,0.67,0,0,1,,0,0,0
32419c2e11456ca4,Clayton Carpenter,,"5' 6""",125,Orthodox,2,3,0,False,Flyweight,Male,0,0.5,0.8,4,669,0.39,0.56,0.81,0.44,0.78,0.84,0,1,0,,0,0,0
db49290d0f386435,Jose Ochoa,,"5' 7""",125,Southpaw,2,2,0,False,Flyweight,Male,0.5,0.47,0.25,3,174,0.38,0.52,0.72,0.45,0.7,0.62,0.5,0,0.5,,0,0,0
a265afb7b9f0a9cc,Jack Della Maddalena,,"5' 11""",170,Switch,8,2,0,False,Welterweight,Male,0.6,0.53,0.3,1,261,0.46,0.7,0.8,0.5,0.77,0.8,0.5,0.13,0.38,,0,0,0
c72157b5062f45ef,Carlos Prates,,"6' 1""",170,Switch,7,1,0,False,Welterweight,Male,1.5,0.54,0.13,0,227,0.45,0.71,0.84,0.53,0.5,0.78,1,0,0,,0,0,0
07c24c4cb2af85ed,Beneil Dariush,,"5' 10""",155,Southpaw,17,8,1,False,Lightweight,Male,0.27,0.49,1.27,12,5459,0.4,0.7,0.88,0.43,0.66,0.67,0.18,0.29,0.53,,0,0,0
a66c074dfa6b8835,Quillan Salkilld,,"6' 0""",155,Orthodox,5,0,0,False,Lightweight,Male,0.6,0.6,2,1,515,0.51,0.85,0.88,0.57,0.66,0.71,0.6,0.2,0.2,,0,0,0
eb6e138c10bb379c,Tim Elliott,,"5' 7""",125,Southpaw,10,12,0,False,Flyweight,Male,0.09,0.43,2.95,19,4845,0.35,0.54,0.77,0.37,0.71,0.67,0,0.3,0.7,,0,0,0
d85578e821c6185f,Steve Erceg,,"5' 8""",125,Orthodox,5,3,0,False,Flyweight,Male,0.13,0.48,1.13,3,831,0.42,0.7,0.88,0.45,0.86,0.9,0.2,0,0.8,,0,0,0
5a1004a74203b5f2,Marwan Rahiki,,--,145,,2,0,0,False,Featherweight,Male,0.5,0.55,0,0,99,0.49,0.63,0.86,0.55,0.5,0.75,1,0,0,,0,0,0
c3fda37faec200fb,Ollie Schmid,,--,145,,0,1,0,False,Featherweight,Male,0,0.3,0,0,0,0,0.5,0.67,0.3,0,0,0,0,0,,0,0,0
dcf805bf4b210fb9,Shamil Gaziev,,"6' 4""",265,Orthodox,3,3,0,False,Heavyweight,Male,0.17,0.45,0.67,0,1345,0.38,0.83,1,0.4,0.74,0.67,0.67,0,0.33,,0,0,0
d8d2c1549a3c3300,Brando Pericic,,"6' 5""",245,Orthodox,3,0,0,False,Heavyweight,Male,0.33,0.58,0,0,48,0.5,0.88,1,0.54,0.71,0.61,1,0,0,,0,0,0
629bc2bb71d9f224,Tai Tuivasa,,"6' 2""",264,Southpaw,8,10,0,False,Heavyweight,Male,0.44,0.49,0,0,1087,0.39,0.75,0.73,0.43,0.73,0.71,0.88,0,0.13,,0,0,0
fd041fcc21cc505d,Louie Sutherland,,"6' 3""",264,Orthodox,1,2,0,False,Heavyweight,Male,0,0.69,2,0,745,0.64,0.5,0.91,0.59,0.75,0.91,0,0,1,,0,0,0
458a79c22325eee8,Cam Rowston,,"6' 3""",185,Orthodox,3,0,0,False,Middleweight,Male,0.33,0.49,1,0,770,0.45,0.58,0.94,0.42,0.8,0.55,0.67,0,0.33,,0,0,0
ffc82991174b4d0d,Robert Bryczek,,"6' 0""",185,Orthodox,1,2,0,False,Middleweight,Male,0.33,0.38,0.33,1,117,0.31,0.56,0.67,0.34,0.5,0.76,1,0,0,,0,0,0
3d3b451081ce16e9,Junior Tafa,,"6' 3""",205,Orthodox,3,5,0,False,Light Heavyweight,Male,0.25,0.53,0,0,49,0.49,0.83,1,0.49,0.68,0.77,1,0,0,,0,0,0
efeef5927cfc6ed9,Kevin Christian,,"6' 7""",205,Orthodox,0,2,0,False,Light Heavyweight,Male,0,0.71,0,0,0,0.2,0.89,0.89,0.71,0,0,0,0,0,,0,0,0
2a935daad3c30a59,Jacob Malkoun,,"5' 9""",185,Orthodox,6,3,0,False,Middleweight,Male,0.11,0.57,4,5,2848,0.55,0.86,1,0.53,0.52,0.72,0.17,0,0.83,,0,0,0
cbb08748dd6bbe66,Gerald Meerschaert,,"6' 1""",185,Southpaw,12,14,0,False,Middleweight,Male,0.12,0.45,0.96,22,2963,0.38,0.81,0.93,0.42,0.69,0.68,0.08,0.92,0,,0,0,0
a27631e299d32a0d,Colby Thicknesse,,"5' 7""",135,Orthodox,2,1,0,False,Bantamweight,Male,0,0.41,0.67,5,646,0.31,0.59,0.89,0.35,0.63,0.58,0,0,1,,0,0,0
19054dc278194e7b,Vince Morales,,"5' 7""",135,Orthodox,3,9,0,False,Bantamweight,Male,0.17,0.37,0.67,5,810,0.3,0.64,0.69,0.35,0.56,0.75,0.33,0,0.67,,0,0,0
a8065701ae14b346,Ben Johnston,,,,,0,1,0,False,Middleweight,Male,0,0.75,2,0,556,0.73,1,0,0,1,0.91,0,0,0,,0,0,0
019629d59f9a2c45,Wes Schultz,,"6' 2""",185,Orthodox,1,1,0,False,Middleweight,Male,0.5,0.5,0,5,125,0.35,0.73,0.5,0.39,0.86,0,0,1,0,,0,0,0
2e1c90b87a8c1a79,Jonathan Micallef,,"6' 0""",170,Southpaw,3,0,0,False,Welterweight,Male,0.33,0.44,0.67,1,310,0.35,0.79,0.82,0.42,0.71,0.5,0,0.33,0.67,,0,0,0
fac4af1fb11deb16,Themba Gorimbo,,"6' 1""",170,Orthodox,4,4,0,False,Welterweight,Male,0.25,0.57,3.13,2,2631,0.43,0.8,0.97,0.48,0.79,0.67,0.25,0,0.75,,0,0,0
4391524b4ad67007,Dom Mar Fan,,"5' 11""",155,Orthodox,1,1,0,False,Lightweight,Male,0,0.57,0.5,0,215,0.56,0.6,1,0.49,0.81,0.88,0,0,1,,0,0,0
d0867cbe48a86c11,Kody Steele,,"5' 9""",155,Orthodox,1,1,0,False,Lightweight,Male,0,0.29,1,1,110,0.25,0.91,0.5,0.29,0.25,0,0,1,0,,0,0,0
9cbf77b62e6769c8,Aljamain Sterling,,"5' 7""",145,Orthodox,18,5,0,False,Featherweight,Male,0,0.53,2.43,14,6573,0.41,0.71,0.77,0.46,0.77,0.76,0.11,0.22,0.61,,0,0,0
645456ef09c3ad72,Youssef Zalal,,"5' 10""",145,Switch,8,4,1,False,Featherweight,Male,0.15,0.51,1.54,14,2845,0.43,0.71,0.83,0.49,0.74,0.6,0,0.5,0.5,,0,0,0
79c76b8be6876e54,Norma Dumont,,"5' 7""",135,Orthodox,9,3,0,False,Women's Bantamweight,Female,0.17,0.51,1.42,0,2572,0.41,0.79,0.82,0.47,0.82,0.69,0,0,1,,0,0,0
651799fdf8054334,Joselyne Edwards,,"5' 8""",135,Orthodox,9,4,0,False,Women's Bantamweight,Female,0.08,0.53,1.08,6,1938,0.4,0.61,0.74,0.5,0.72,0.84,0.22,0.22,0.56,,0,0,0
0c24350dc36661c6,Rafa Garcia,,"5' 7""",155,Orthodox,7,4,0,False,Lightweight,Male,0.09,0.44,2.91,4,1951,0.4,0.71,0.86,0.41,0.8,0.61,0.14,0.14,0.71,,0,0,0
708c9a266a7807ba,Alexander Hernandez,,"5' 9""",155,Orthodox,10,8,0,False,Lightweight,Male,0.33,0.4,0.72,1,1448,0.31,0.63,0.7,0.38,0.67,0.72,0.5,0,0.5,,0,0,0
f27c5b17ac15dad0,Davey Grant,,"5' 8""",135,Orthodox,9,7,0,False,Bantamweight,Male,0.25,0.45,0.75,2,1374,0.29,0.66,0.86,0.44,0.64,0.7,0.33,0.11,0.56,,0,0,0
d7ca352f5592a010,Adrian Luna Martinetti,,,,,0,1,0,False,Bantamweight,Male,0,0.51,1,0,43,0.35,0.86,0.82,0.5,0.62,0,0,0,0,,0,0,0
960a493831029685,Montel Jackson,,"5' 10""",135,Southpaw,9,4,0,False,Bantamweight,Male,0.92,0.54,1.92,3,2621,0.47,0.86,0.86,0.46,0.76,0.68,0.33,0.11,0.56,,0,0,0
b629ea51b007a50f,Raoni Barcelos,,"5' 7""",135,Orthodox,11,4,0,False,Bantamweight,Male,0.33,0.52,2.2,9,2924,0.46,0.76,0.86,0.46,0.8,0.77,0.18,0.18,0.64,,0,0,0
55d5cc818221cbf5,Marcus Buchecha,,"6' 2""",255,Orthodox,0,2,1,False,Heavyweight,Male,0,0.5,1.67,1,754,0.45,0.71,0.75,0.34,0.67,0.84,0,0,0,,0,0,0
a987d4a821166828,Ryan Spann,,"6' 5""",205,Orthodox,10,6,0,False,Heavyweight,Male,0.38,0.39,0.5,10,1394,0.34,0.7,0.95,0.33,0.76,0.74,0.4,0.4,0.2,,0,0,0
09d3fd4e11dd462b,Rodolfo Vieira,,"6' 0""",185,Orthodox,6,5,0,False,Middleweight,Male,0.09,0.54,2,7,2112,0.45,0.78,0.89,0.53,0.78,0.6,0,0.83,0.17,,0,0,0
cfceff9b0a52347d,Eric McConico,,"6' 0""",185,Southpaw,2,2,0,False,Middleweight,Male,0,0.47,0.5,0,380,0.39,0.68,0.92,0.42,0.73,0,0,0,1,,0,0,0
c88287c8ff62d1e7,Jackson McVey,,"6' 4""",185,Southpaw,1,2,0,False,Middleweight,Male,0.33,0.69,0,1,274,0.64,0.79,1,0.39,0.85,0.78,0,1,0,,0,0,0
b9b0cb0b8a752fa3,Sedriques Dumas,,"6' 2""",185,Orthodox,3,5,0,False,Middleweight,Male,0,0.44,0.63,0,1410,0.31,0.59,0.81,0.39,0.88,0.86,0,0,1,,0,0,0
45b16cfb5fe8e1ce,Mayra Bueno Silva,,"5' 6""",135,Orthodox,5,7,1,False,Women's Bantamweight,Female,0,0.57,0.38,13,1274,0.45,0.8,0.72,0.5,0.85,0.68,0,0.8,0.2,,0,0,0
f1e147aea98607af,Michelle Montague,,"5' 9""",135,Southpaw,2,0,0,False,Women's Bantamweight,Female,0,0.49,3.5,0,1257,0.48,0.58,0.5,0.35,0.5,0.65,0,0,1,,0,0,0
ef6f7cfd5d5972b3,Jafel Filho,,"5' 7""",125,Orthodox,3,3,0,False,Flyweight,Male,0,0.4,1.5,7,1017,0.29,0.72,0.59,0.32,0.74,0.65,0,1,0,,0,0,0
a242f92577351a3c,Cody Durden,,"5' 7""",125,Southpaw,7,8,1,False,Flyweight,Male,0.06,0.45,2.69,7,3691,0.39,0.72,0.8,0.42,0.77,0.69,0.14,0.14,0.71,,0,0,0
d04397fab633dfbf,Francis Marshall,,"5' 9""",145,Orthodox,4,3,0,False,Lightweight,Male,0.29,0.29,1.43,3,1406,0.26,0.57,1,0.27,0.9,0.71,0.25,0.25,0.5,,0,0,0
3a27b01f0d23a3c9,Lucas Brennan,,--,155,Southpaw,0,1,0,False,Lightweight,Male,0,0.25,0,1,47,0.17,0.2,1,0.26,0,0,0,0,0,,0,0,0
c2ada31c1abf0ee0,Max Griffin,,"5' 11""",170,Orthodox,8,11,0,False,Welterweight,Male,0.42,0.47,1.26,4,2297,0.4,0.68,0.88,0.45,0.64,0.6,0.38,0,0.63,,0,0,0
2997111b0c357386,Victor Valenzuela,,--,170,,1,0,0,False,Welterweight,Male,0,0.45,1,0,36,0.36,0.79,0.71,0.45,0.5,0,0,0,1,,0,0,0
57931677b95d6279,Talita Alencar,,"5' 1""",115,Orthodox,4,1,0,False,Women's Strawweight,Female,0,0.36,2.8,3,1477,0.29,0.53,0.65,0.27,0.76,0.78,0,0.25,0.75,,0,0,0
1be2a80e36f38a46,Julia Polastri,,"5' 2""",115,Orthodox,2,3,0,False,Women's Strawweight,Female,0,0.58,0.6,1,536,0.48,0.79,0.9,0.56,0.77,0.61,0.5,0,0.5,,0,0,0
68c94eeac2a44ac3,Gilbert Burns,,"5' 10""",170,Orthodox,15,10,0,False,Welterweight,Male,0.16,0.48,1.68,9,4221,0.38,0.77,0.78,0.43,0.69,0.8,0.2,0.33,0.47,,0,0,0
b1cff96c18589464,Mike Malott,,"6' 1""",170,Orthodox,7,1,0,False,Welterweight,Male,0.63,0.52,1,3,719,0.43,0.71,0.87,0.49,0.42,0.86,0.43,0.29,0.29,,0,0,0
ce34ff82b87a876a,Kyler Phillips,,"5' 8""",135,Orthodox,6,4,0,False,Bantamweight,Male,0.2,0.43,2.6,3,1701,0.35,0.7,0.88,0.39,0.7,0.71,0.17,0.17,0.67,,0,0,0
d05aa9da9807a6ee,Charles Jourdain,,"5' 9""",135,Switch,9,7,1,False,Bantamweight,Male,0.41,0.49,0.29,8,1364,0.38,0.7,0.86,0.44,0.79,0.63,0.22,0.44,0.33,,0,0,0
968f595eff08ecaa,Mandel Nallo,,"6' 0""",155,Orthodox,0,1,0,False,Lightweight,Male,1,0.52,0,0,10,0.46,1,1,0.5,1,0,0,0,0,,0,0,0
f00ed05472a7e699,Jai Herbert,,"6' 1""",155,Orthodox,4,5,1,False,Lightweight,Male,0.6,0.42,0.3,0,1064,0.3,0.76,0.82,0.37,0.84,0.71,0.5,0,0.5,,0,0,0
8652f0cd3584afd1,Jasmine Jasudavicius,,"5' 7""",125,Orthodox,9,3,0,False,Women's Flyweight,Female,0.08,0.44,2.08,6,4396,0.38,0.65,0.93,0.37,0.68,0.78,0,0.33,0.67,,0,0,0
06b4c878c2624c4d,Karine Silva,,"5' 5""",125,Orthodox,5,3,0,False,Women's Flyweight,Female,0.13,0.4,1.5,8,1192,0.27,0.49,0.72,0.35,0.79,0.65,0,0.6,0.4,,0,0,0
cd82f793b5e03e41,Thiago Moises,,"5' 9""",155,Orthodox,8,8,0,False,Lightweight,Male,0.06,0.42,1.06,13,2378,0.34,0.6,0.78,0.37,0.69,0.8,0.13,0.38,0.5,,0,0,0
858da0d25b30d9c6,Gauge Young,,"5' 9""",155,Orthodox,2,1,0,False,Lightweight,Male,0.33,0.52,1,0,300,0.4,0.68,0.86,0.51,0.83,0.5,0,0,1,,0,0,0
bd565805394ade24,Dennis Buzukja,,"5' 9""",145,Switch,1,4,0,False,Featherweight,Male,0.2,0.41,0,0,165,0.33,0.55,0.8,0.41,0.62,0.38,1,0,0,,0,0,0
511c563e58695e67,Marcio Barbosa,,"5' 6""",145,Orthodox,1,0,0,False,Featherweight,Male,1,0.5,0,0,0,0.5,0,0,0.5,0,0,1,0,0,,0,0,0
3428d93a94413bec,Julien Leblanc,,--,185,,0,1,0,False,Middleweight,Male,0,0.67,0,0,0,0.33,1,1,0.67,0,0,0,0,0,,0,0,0
1e98be9c8709b029,Robert Valentin,,"6' 2""",185,Orthodox,1,3,0,False,Middleweight,Male,0,0.56,0.25,3,216,0.48,0.67,1,0.38,0.86,1,0,1,0,,0,0,0
b1ef5cbd50ee7312,Tanner Boser,,"6' 2""",205,Orthodox,5,6,0,False,Heavyweight,Male,0.18,0.54,0,0,540,0.38,0.77,0.92,0.51,0.78,0.74,0.6,0,0.4,,0,0,0
dad588f3f326aac8,Gokhan Saricam,,--,265,,1,0,0,False,Heavyweight,Male,1,0.47,0,0,80,0.4,0.8,0.9,0.39,0.77,0.89,1,0,0,,0,0,0
d2bf67f8a51c9545,Melissa Croden,,--,135,,2,1,0,False,Women's Bantamweight,Female,0.33,0.47,2,1,661,0.43,0.65,0.64,0.4,0.68,0.63,0.5,0,0.5,,0,0,0
d2806a494d582f8d,Daria Zhelezniakova,,"5' 9""",135,Orthodox,2,2,0,False,Women's Bantamweight,Female,0,0.4,0.25,0,40,0.34,0.66,1,0.39,0.62,1,0,0,1,,0,0,0
1fdd3b0f7c74e3b8,JJ Aldrich,,"5' 5""",125,Southpaw,11,6,0,False,Women's Flyweight,Female,0,0.46,0.65,0,2340,0.42,0.75,0.79,0.42,0.73,0.73,0.09,0,0.91,,0,0,0
9dffb743981ffe24,Jamey-Lyn Horth,,"5' 7""",125,Orthodox,4,3,0,False,Women's Flyweight,Female,0,0.48,0.86,1,811,0.37,0.69,0.75,0.42,0.83,1,0.25,0,0.75,,0,0,0
86a2f8b96a00ac43,John Castaneda,,"5' 6""",135,Switch,4,4,1,False,Featherweight,Male,0.44,0.52,1.22,1,1135,0.42,0.65,0.8,0.5,0.69,0.78,0.25,0.25,0.5,,0,0,0
ce6422307efdf762,Mark Vologdin,,--,135,Orthodox,0,0,1,False,,Male,0,0.42,1,0,31,0.32,0.76,0.67,0.42,0.47,0,0,0,0,,0,0,0
1b0adbf6ddcc1508,Jamie Siraj,,--,145,,0,1,0,False,Bantamweight,Male,0,0.25,0,0,0,0.24,0.4,0,0.25,0,0,0,0,0,,0,0,0
