ourFighterId,fullName,sherdogId,sherdogUrl,matchConfidence,matchMethod,verified,notes
29dfb6725f595e2c,Evan Tanner,Evan-Tanner-212,https://www.sherdog.com/fighter/Evan-Tanner-212,110,verified,true,"overlap 14/15, name=true, wt=true, exactName=1/1"
0131e0d0ad4b68d0,Marvin Eastman,Marvin-Eastman-339,https://www.sherdog.com/fighter/Marvin-Eastman-339,95,verified,true,"overlap 5/5, name=true, wt=false, exactName=2/2"
48881df60777cdec,Rob Yundt,Rob-Yundt-16858,https://www.sherdog.com/fighter/Rob-Yundt-16858,68,verified,true,"overlap 2/2, name=true, wt=true, exactName=1/1"
85d28e10f8fe5bec,Ivan Salaverry,Ivan-Salaverry-1351,https://www.sherdog.com/fighter/Ivan-Salaverry-1351,110,verified,true,"overlap 7/7, name=true, wt=true, exactName=1/1"
66ad11fbedaa4ce0,Kazuhiro Nakamura,Kazuhiro-Nakamura-6943,https://www.sherdog.com/fighter/Kazuhiro-Nakamura-6943,53,verified,true,"overlap 2/2, name=true, wt=false, exactName=1/1"
9a1d5f892a1abb27,Jason Tan,Jason-Tan-12369,https://www.sherdog.com/fighter/Jason-Tan-12369,68,verified,true,"overlap 2/2, name=true, wt=true, exactName=1/2"
6ccd85a4b3ce9d19,Travis Lutter,Travis-Lutter-4586,https://www.sherdog.com/fighter/Travis-Lutter-4586,110,verified,true,"overlap 6/6, name=true, wt=true, exactName=1/1"
d145e546aa123fd4,Kalib Starnes,Kalib-Starnes-8095,https://www.sherdog.com/fighter/Kalib-Starnes-8095,95,verified,true,"overlap 5/5, name=true, wt=false, exactName=1/1"
127f3f945fe8b1a0,Charles McCarthy,Charles-McCarthy-7987,https://www.sherdog.com/fighter/Charles-McCarthy-7987,82,verified,true,"overlap 3/3, name=true, wt=true, exactName=1/1"
6547deacdbeae1c3,Kuniyoshi Hironaka,Kuniyoshi-Hironaka-2575,https://www.sherdog.com/fighter/Kuniyoshi-Hironaka-2575,81,verified,true,"overlap 4/4, name=true, wt=false, exactName=1/1"
aa0d2c0745f0d508,Din Thomas,Din-Thomas-1301,https://www.sherdog.com/fighter/Din-Thomas-1301,95,verified,true,"overlap 8/9, name=true, wt=false, exactName=1/4"
c436d219cb3e582a,Roman Mitichyan,Roman-Mitichyan-6525,https://www.sherdog.com/fighter/Roman-Mitichyan-6525,53,verified,true,"overlap 2/2, name=true, wt=false, exactName=1/1"
d23df0f253222046,Tommy Speer,Tom-Speer-16635,https://www.sherdog.com/fighter/Tom-Speer-16635,43,verified,true,"overlap 2/2, name=false, wt=true, exactName=0/8, viaSurname"
0d47c9fb72301e92,John Halverson,John-Halverson-7407,https://www.sherdog.com/fighter/John-Halverson-7407,68,verified,true,"overlap 2/2, name=true, wt=true, exactName=1/1"
5de2a1006b967033,Tim Sylvia,Tim-Sylvia-1061,https://www.sherdog.com/fighter/Tim-Sylvia-1061,110,verified,true,"overlap 11/11, name=true, wt=true, exactName=1/1"
578aab5787995193,David Heath,David-Heath-11483,https://www.sherdog.com/fighter/David-Heath-11483,110,verified,true,"overlap 5/5, name=true, wt=true, exactName=1/1"
7615eda5fb1ff2f7,Terry Martin,Terry-Martin-7202,https://www.sherdog.com/fighter/Terry-Martin-7202,110,verified,true,"overlap 6/6, name=true, wt=true, exactName=2/2"
1fade4b95a3ad5de,Alberto Crane,Alberto-Crane-4767,https://www.sherdog.com/fighter/Alberto-Crane-4767,68,verified,true,"overlap 2/2, name=true, wt=true, exactName=1/1"
717b647f695eb42c,Joe Veres,Joe-Veres-7329,https://www.sherdog.com/fighter/Joe-Veres-7329,68,verified,true,"overlap 2/2, name=true, wt=true, exactName=1/1"
3619442b3c88d575,Colin Robinson,Colin-Robinson-13660,https://www.sherdog.com/fighter/Colin-Robinson-13660,68,verified,true,"overlap 2/2, name=true, wt=true, exactName=2/2"
44106d33ef9dda82,Jordan Radev,Jordan-Radev-5925,https://www.sherdog.com/fighter/Jordan-Radev-5925,53,verified,true,"overlap 2/2, name=true, wt=false, exactName=1/1"
72aaef152ff358b9,Tony DeSouza,Tony-DeSouza-487,https://www.sherdog.com/fighter/Tony-DeSouza-487,110,verified,true,"overlap 6/6, name=true, wt=true, exactName=1/1"
4570a1712494d823,Doug Evans,Douglas-Evans-18184,https://www.sherdog.com/fighter/Douglas-Evans-18184,28,verified,true,"overlap 2/2, name=false, wt=false, exactName=1/2"
c87386fd44e85078,Luke Caudillo,Luke-Caudillo-7406,https://www.sherdog.com/fighter/Luke-Caudillo-7406,68,verified,true,"overlap 2/2, name=true, wt=true, exactName=1/1"
7e513502794c8f2e,Jason Black,Jason-Black-1042,https://www.sherdog.com/fighter/Jason-Black-1042,53,verified,true,"overlap 2/2, name=true, wt=false, exactName=3/9"
253d4fd684f95920,Diego Saraiva,Diego-Saraiva-9534,https://www.sherdog.com/fighter/Diego-Saraiva-9534,82,verified,true,"overlap 3/3, name=true, wt=true, exactName=1/1"
2240f01830a91da0,Scott Junk,Scott-Junk-12943,https://www.sherdog.com/fighter/Scott-Junk-12943,54,verified,true,"overlap 1/1, name=true, wt=true, exactName=1/1"
86dad05e6b1aac7c,Edilberto de Oliveira,Edilberto-de-Oliveira-11907,https://www.sherdog.com/fighter/Edilberto-de-Oliveira-11907,53,verified,true,"overlap 2/2, name=true, wt=false, exactName=1/1"
f58651330295281f,Anthony Torres,Anthony-Torres-1884,https://www.sherdog.com/fighter/Anthony-Torres-1884,68,verified,true,"overlap 2/2, name=true, wt=true, exactName=5/6"
2fc86142db9d0175,Renato Sobral,Renato-Sobral-274,https://www.sherdog.com/fighter/Renato-Sobral-274,110,verified,true,"overlap 9/9, name=true, wt=true, exactName=1/1"
aa9c2ca695b67177,Mike Nickels,Mike-Nickels-11278,https://www.sherdog.com/fighter/Mike-Nickels-11278,68,verified,true,"overlap 2/2, name=true, wt=true, exactName=1/1"
2ff8ecc5813cbd7a,Jason Gilliam,Jason-Gilliam-10754,https://www.sherdog.com/fighter/Jason-Gilliam-10754,68,verified,true,"overlap 2/2, name=true, wt=true, exactName=1/1"
5c0749735c30bee5,Jens Pulver,Jens-Pulver-228,https://www.sherdog.com/fighter/Jens-Pulver-228,95,verified,true,"overlap 7/8, name=true, wt=false, exactName=1/1"
0b2bced1e64268c1,Floyd Sword,Floyd-Sword-340,https://www.sherdog.com/fighter/Floyd-Sword-340,54,verified,true,"overlap 1/1, name=true, wt=true, exactName=1/1"
f5e205c3777f3818,Andy Wang,Andy-Wang-1331,https://www.sherdog.com/fighter/Andy-Wang-1331,54,verified,true,"overlap 1/1, name=true, wt=true, exactName=1/1"
e6eab00a250ce9fb,Allen Berube,Allen-Berube-16459,https://www.sherdog.com/fighter/Allen-Berube-16459,54,verified,true,"overlap 1/1, name=true, wt=true, exactName=1/1"
1db6632c3739c8d7,Brian Geraghty,Brian-Geraghty-5269,https://www.sherdog.com/fighter/Brian-Geraghty-5269,54,verified,true,"overlap 1/1, name=true, wt=true, exactName=1/1"
c0fc7855e7ba54ac,Hector Ramirez,Hector-Ramirez-10581,https://www.sherdog.com/fighter/Hector-Ramirez-10581,68,verified,true,"overlap 2/2, name=true, wt=true, exactName=5/5"
59e3791a88159f84,Rory Singer,Rory-Singer-3525,https://www.sherdog.com/fighter/Rory-Singer-3525,96,verified,true,"overlap 4/4, name=true, wt=true, exactName=1/1"
05b65d9b94ccb172,Scott Smith,Scott-Smith-2578,https://www.sherdog.com/fighter/Scott-Smith-2578,96,verified,true,"overlap 4/4, name=true, wt=true, exactName=6/8"
f21872c3e006f708,Pete Spratt,Pete-Spratt-3195,https://www.sherdog.com/fighter/Pete-Spratt-3195,110,verified,true,"overlap 7/7, name=true, wt=true, exactName=1/1"
4723c4de0a20b3d1,Chad Reiner,Chad-Reiner-14016,https://www.sherdog.com/fighter/Chad-Reiner-14016,68,verified,true,"overlap 2/2, name=true, wt=true, exactName=1/1"
95ec85b9a3b8883b,Sean Salmon,Sean-Salmon-14515,https://www.sherdog.com/fighter/Sean-Salmon-14515,68,verified,true,"overlap 2/2, name=true, wt=true, exactName=1/1"
188737e890dce912,Elvis Sinosic,Elvis-Sinosic-281,https://www.sherdog.com/fighter/Elvis-Sinosic-281,110,verified,true,"overlap 7/7, name=true, wt=true, exactName=1/1"
f57b7e1b7a9f0c6f,Assuerio Silva,Assuerio-Silva-1587,https://www.sherdog.com/fighter/Assuerio-Silva-1587,82,verified,true,"overlap 3/3, name=true, wt=true, exactName=1/1"
972735291e9dae3b,David Lee,David-Lee-6945,https://www.sherdog.com/fighter/David-Lee-6945,53,verified,true,"overlap 2/2, name=true, wt=false, exactName=5/9"
a96dd89392e45167,Victor Valimaki,Victor-Valimaki-4391,https://www.sherdog.com/fighter/Victor-Valimaki-4391,53,verified,true,"overlap 2/2, name=true, wt=false, exactName=1/1"
d521a9d69a4cd2bf,Brad Imes,Brad-Imes-11453,https://www.sherdog.com/fighter/Brad-Imes-11453,82,verified,true,"overlap 3/3, name=true, wt=true, exactName=1/1"
